,sqft_above,sqft_basement,sqft_lot15,lat_log,age_house,bedrooms,bathrooms,floors,yr_renovated,waterfront,view,condition,grade,zipcode,price
33,-0.6144029281466389,1.126175233427775,-0.14790319650471703,-0.9562761112962528,-0.35130064304436887,3.0,1.0,1.5,0.0,0.0,0.0,4.0,8.0,98117.0,535000.0
34,-0.33653333972205174,1.148937482739877,-0.3480877474898351,0.8841512532340815,1.3847303077567548,4.0,2.75,1.0,0.0,0.0,0.0,3.0,7.0,98058.0,322500.0
35,-1.0372479540101411,1.0123639868672651,-0.047113797392525046,0.7358977554702028,1.282610840062571,3.0,2.5,1.5,2002.0,0.0,0.0,3.0,8.0,98115.0,696000.0
36,0.6903760088035966,-0.6492802129161798,-0.29539987813231505,0.7941992492732428,2.2697656944396805,4.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,98052.0,550000.0
37,-1.0855730998231128,0.10187401438318576,-0.18165865598167977,-1.6333150421345235,0.09121705029709401,4.0,2.0,2.0,0.0,0.0,0.0,4.0,8.0,98107.0,640000.0
38,1.0044894565879126,-0.6492802129161798,-0.031813768477423454,-0.21559958575761312,-0.8618979815152876,4.0,1.0,1.0,0.0,0.0,0.0,2.0,7.0,98001.0,240000.0
39,0.944083024321698,-0.6492802129161798,-0.25984657353103585,0.3930861850312039,-0.9980572717741992,4.0,2.5,2.0,0.0,0.0,0.0,3.0,8.0,98056.0,605000.0
41,2.1824148857790973,-0.6492802129161798,-0.2609472950357194,0.8992608762989189,-1.4746147876803901,4.0,2.25,1.0,0.0,0.0,0.0,3.0,8.0,98166.0,775000.0
42,-0.2640456210025942,-0.6492802129161798,-0.37098275478725334,0.5861398764177862,1.657048888274578,5.0,2.75,2.0,0.0,0.0,0.0,3.0,9.0,98053.0,861990.0
43,-1.049329240463384,0.1701607623194917,-0.1446744134243119,-0.8051205248950503,0.3975754533796452,3.0,1.0,2.0,0.0,0.0,0.0,3.0,7.0,98119.0,685000.0
44,1.6568789250630303,-0.6492802129161798,-0.12911754949145082,1.3270905737797893,-1.100176739468383,3.0,1.0,1.0,0.0,0.0,0.0,4.0,6.0,98058.0,309000.0
45,-0.9647602352906837,-0.6492802129161798,-0.14350031048598275,-1.8326986708232054,0.19333651799127777,3.0,2.5,2.0,0.0,0.0,0.0,3.0,8.0,98019.0,488000.0
46,0.6058070036308961,-0.6492802129161798,0.03426621252041337,0.4283914312050542,-0.35130064304436887,3.0,1.0,1.0,0.0,0.0,0.0,3.0,6.0,98023.0,210490.0
47,-0.6506467875063677,-0.6492802129161798,-0.2807235914032008,0.8618453553131332,0.6358542113327407,4.0,2.5,2.0,0.0,0.0,0.0,4.0,9.0,98007.0,785000.0
48,0.45479092296535967,0.689140046635417,2.1927077017712437,-1.1263153174060714,0.6358542113327407,3.0,1.75,1.0,0.0,0.0,0.0,4.0,7.0,98115.0,450000.0
49,-0.7231345062258252,-0.6492802129161798,-0.12427437487084311,-0.9692974110305735,0.5337347436385569,3.0,2.5,1.0,0.0,1.0,2.0,5.0,9.0,98070.0,1350000.0
50,-0.17947661582989374,2.78781943321122,-0.13274993045690658,-0.48061418340182094,0.19333651799127777,3.0,1.0,1.0,0.0,0.0,0.0,3.0,7.0,98148.0,228000.0
51,-0.9526789488374408,0.2839720088800016,-0.3181481225624421,0.8704800684793622,0.7039338564621964,5.0,2.5,1.0,0.0,0.0,0.0,4.0,8.0,98056.0,345000.0
52,-0.9647602352906837,1.6041824689819169,-0.22062419724747803,1.0006939729564532,-0.31726082047964094,3.0,1.75,1.0,0.0,0.0,0.0,4.0,7.0,98117.0,600000.0
53,0.4125064203790094,0.7164547458099394,-0.2477019462626938,0.6999042330855468,1.5208895980156665,2.0,1.75,1.0,0.0,0.0,0.0,3.0,7.0,98117.0,585000.0
54,1.258196472106014,-0.6492802129161798,-0.2843926630854794,0.71862133598268,-0.8278581589505597,5.0,2.25,1.5,0.0,0.0,0.0,3.0,8.0,98105.0,920000.0
55,0.5574818578179245,-0.6492802129161798,-0.3027380214968722,-1.4000021116881165,-1.2703758522920225,4.0,2.5,2.0,0.0,0.0,0.0,3.0,9.0,98105.0,885000.0
56,0.7628637275230542,-0.6492802129161798,-0.29356534229117576,-1.4000021116881165,-1.066136916903655,4.0,2.5,2.0,0.0,0.0,0.0,3.0,7.0,98042.0,292500.0
57,1.7656105031422167,-0.6492802129161798,-0.06263397060856335,0.20208666952436946,0.09121705029709401,3.0,2.5,2.0,0.0,0.0,0.0,3.0,8.0,98042.0,301000.0
58,0.0742303996882076,-0.6492802129161798,-0.15443414409917286,-0.3903273661428395,-0.65765904612692,5.0,3.25,2.0,0.0,0.0,4.0,4.0,8.0,98008.0,951000.0
59,-0.23988304809610836,0.6254057485615314,0.22560830075124017,-0.912875347734612,0.3975754533796452,4.0,3.0,2.0,0.0,0.0,0.0,3.0,8.0,98059.0,430000.0
60,-0.6385655010531248,-0.6492802129161798,-0.14680247500003346,-0.8911770246138931,0.5677745662032848,3.0,2.25,1.0,0.0,0.0,3.0,4.0,8.0,98166.0,650000.0
61,0.882468463410159,-0.6492802129161798,-0.11928443738294428,-0.8463381716786924,-0.07898206252654556,3.0,1.75,1.0,0.0,0.0,0.0,3.0,7.0,98148.0,289000.0
62,-0.30028948036232295,-0.6492802129161798,-0.35447193221699985,0.8395380070751262,-1.4746147876803901,3.0,1.75,2.0,0.0,0.0,0.0,5.0,8.0,98166.0,505000.0
63,-0.8197847978517686,0.6026434992494294,-0.3181481225624421,0.3700277365383056,-0.28322099791491306,3.0,1.75,3.0,0.0,0.0,0.0,3.0,8.0,98115.0,549000.0
64,-0.022419891937735765,1.6269447182940189,-0.32108337990826497,0.10618644549032086,1.5549294205803943,3.0,2.25,1.0,0.0,0.0,0.0,3.0,7.0,98122.0,425000.0
65,1.125302321120342,-0.6492802129161798,-0.06245051702444942,0.155221488038786,-0.6236192235621922,3.0,2.75,1.5,0.0,0.0,0.0,5.0,7.0,98144.0,317625.0
66,0.5454005713646816,-0.6492802129161798,-0.3006466506379734,-1.6064977227341855,-1.1682563845978389,4.0,2.5,2.0,0.0,0.0,0.0,3.0,10.0,98004.0,975000.0
67,-0.9526789488374408,-0.6492802129161798,-0.004259040143511488,-1.430425236714097,0.09121705029709401,4.0,2.5,2.0,0.0,0.0,0.0,3.0,7.0,98001.0,287000.0
68,-0.22780176164286545,2.992679677020138,0.2717652225143044,0.5069145637729392,0.19333651799127777,3.0,1.0,1.0,0.0,0.0,0.0,4.0,7.0,98042.0,204000.0
70,-0.6385655010531248,-0.6492802129161798,-0.2937487958752897,1.2688795726052888,-0.010902417397089728,5.0,3.25,1.0,0.0,0.0,0.0,4.0,11.0,98005.0,1040000.0
71,0.5574818578179245,0.4888322526889195,-0.18140182096392027,1.129420463352021,1.8612878236629455,3.0,2.0,1.0,0.0,0.0,0.0,4.0,7.0,98034.0,325000.0
72,0.7145385817100824,-0.6492802129161798,-0.2843926630854794,-1.439842465035443,-1.1682563845978389,4.0,2.0,1.5,0.0,0.0,0.0,5.0,7.0,98125.0,571000.0
73,-0.8439473707582544,0.9440772389309592,1.3860989831391253,-1.5101176375258498,0.22737634055600567,4.0,2.5,2.0,0.0,0.0,0.0,3.0,8.0,98038.0,360000.0
74,0.7266198681633254,1.7179937155424267,0.8170626559345436,0.16026881517937008,-0.5214997558680085,3.0,1.75,1.0,0.0,0.0,0.0,5.0,7.0,98042.0,349000.0
75,-1.0976543862763557,1.353797726548795,-0.19266587102851543,0.31309555540975925,0.499694921073829,4.0,4.0,2.0,0.0,0.0,0.0,4.0,10.0,98075.0,832500.0
76,-0.904353803024469,-0.6492802129161798,-0.28219122007611225,0.02612888957114938,1.0443320821094757,4.0,1.75,1.0,0.0,0.0,0.0,3.0,7.0,98008.0,380000.0
77,-1.061410526916627,0.4888322526889195,-0.25896599632728895,1.0611079494542108,0.499694921073829,3.0,1.0,1.0,0.0,0.0,0.0,3.0,7.0,98116.0,480000.0
78,2.007236232207075,-0.6492802129161798,0.9906097465063195,-1.5760589812423027,-1.0320970943389272,3.0,1.0,1.0,0.0,0.0,0.0,4.0,7.0,98133.0,410000.0
79,0.6782947223503537,-0.6492802129161798,-0.2710739328788082,-1.509393077772662,-1.100176739468383,4.0,2.5,2.0,0.0,0.0,0.0,3.0,10.0,98010.0,720000.0
80,0.13463683195442222,-0.6492802129161798,-0.23284220594946564,-1.52533374582612,-0.7257386912563759,3.0,2.5,2.0,0.0,0.0,0.0,3.0,8.0,98038.0,390000.0
81,-0.9405976623841978,1.6497069676061207,-0.22128463015028818,-0.09074540547445846,0.7720135015916523,4.0,2.5,2.0,0.0,0.0,0.0,3.0,7.0,98038.0,360000.0
82,-0.13115147001692207,-0.6492802129161798,-0.14507801130936254,-0.5694796102933961,0.26141616312073357,2.0,1.0,1.0,0.0,0.0,0.0,3.0,7.0,98118.0,355000.0
83,-1.0010040946504124,-0.6492802129161798,-0.20356301392488274,1.1984382418132813,0.6358542113327407,3.0,1.5,1.0,0.0,0.0,0.0,3.0,8.0,98059.0,356000.0
84,0.13463683195442222,-0.10298622942573211,-0.2917308064500365,0.531404341179959,1.5549294205803943,3.0,1.0,1.0,0.0,0.0,0.0,3.0,6.0,98125.0,315000.0
85,1.0528146024008842,-0.6492802129161798,-0.168266544341363,-1.9465805777650589,0.3294958082501894,3.0,1.5,2.0,0.0,0.0,0.0,3.0,9.0,98119.0,940000.0
86,0.2312871235803656,1.148937482739877,-0.19820616926875606,-0.2682973539817052,-1.2022962071625667,5.0,2.25,1.5,0.0,0.0,0.0,5.0,7.0,98092.0,305000.0
87,-0.2157204751896225,-0.6492802129161798,-0.3935475456332665,-0.3029523527644369,-0.28322099791491306,3.0,3.25,2.0,0.0,0.0,0.0,3.0,9.0,98056.0,461000.0
88,-1.2365891804886493,-0.04608060614547715,-0.4272663143934064,-0.14847579520401274,-1.2022962071625667,2.0,2.25,2.0,0.0,0.0,0.0,4.0,7.0,98056.0,215000.0
89,0.2312871235803656,-0.6492802129161798,-0.19229896386028758,-1.9552864825850793,-0.5895794009974643,2.0,1.75,2.0,0.0,0.0,0.0,3.0,7.0,98136.0,335000.0
90,2.0918052373797758,-0.6492802129161798,-0.2385292670569974,0.6531070079991086,-0.9980572717741992,4.0,2.5,2.0,0.0,0.0,0.0,3.0,7.0,98023.0,243500.0
91,-0.7110532197725823,-0.6492802129161798,-0.08259372056015869,-1.7210295637988606,0.3294958082501894,5.0,2.75,2.0,0.0,0.0,0.0,4.0,10.0,98199.0,1100000.0
92,-0.602321641693396,0.010825017134777818,-0.3027380214968722,0.9150892915411476,1.0783719046742035,3.0,1.0,1.0,0.0,0.0,0.0,3.0,7.0,98023.0,153000.0
93,-0.602321641693396,0.010825017134777818,-0.3027380214968722,0.9150892915411476,1.0783719046742035,3.0,1.5,1.0,0.0,0.0,0.0,3.0,8.0,98117.0,430000.0
94,0.7266198681633254,1.422084474485101,-0.24605086400566845,0.1970399575537617,0.8400931467211081,3.0,1.5,1.0,0.0,0.0,0.0,3.0,8.0,98117.0,700000.0
95,0.20712455067387975,-0.6492802129161798,0.10511598670521233,-1.4630244360622138,0.15929669542654984,4.0,2.5,1.0,1991.0,0.0,0.0,3.0,7.0,98040.0,905000.0
96,-0.7593783655855539,-0.6492802129161798,-0.23302565953357957,-1.854456623497809,-0.14706170765600138,3.0,1.75,1.0,0.0,0.0,0.0,3.0,7.0,98032.0,247500.0
98,0.642050862990625,-0.6492802129161798,0.818713738191569,-0.5499705935029534,-0.7257386912563759,3.0,1.75,1.0,0.0,0.0,0.0,5.0,7.0,98038.0,314000.0
99,-0.6264842145998818,1.171699732051979,-0.3027380214968722,0.5875801673226385,2.065526759051313,3.0,2.5,2.0,0.0,0.0,2.0,3.0,9.0,98045.0,437500.0
100,-0.4211023448947522,0.5798812499373275,-0.34023593408975905,0.8467340843364779,1.4187701303214826,3.0,2.5,1.5,0.0,0.0,0.0,5.0,9.0,98102.0,850830.0
101,0.48499413909846695,-0.6492802129161798,1.2851261304428194,1.5339830711877276,-0.4193802881738247,3.0,2.0,1.5,0.0,0.0,0.0,4.0,7.0,98117.0,555000.0
102,1.3669280501852001,-0.6492802129161798,-0.17017446161614788,0.1545004352428273,0.7039338564621964,3.0,2.25,2.0,0.0,0.0,0.0,4.0,8.0,98077.0,699950.0
103,-0.6989719333193394,-0.6492802129161798,0.0792123406283257,-0.8846677952661676,0.5677745662032848,3.0,2.5,2.0,2010.0,0.0,0.0,3.0,8.0,98004.0,1090000.0
104,-0.39693977198826635,1.353797726548795,-0.1683766164918314,-0.8441686983918804,-0.2151413527854572,3.0,1.0,1.0,0.0,0.0,0.0,3.0,7.0,98058.0,290000.0
105,-0.747297079132311,0.4888322526889195,-0.32089992632415104,0.9208448978535502,1.0783719046742035,3.0,2.5,1.0,0.0,0.0,0.0,4.0,8.0,98058.0,375000.0
106,-0.6627280739596106,-0.6492802129161798,-0.2856401474574541,-1.2913701109493365,-0.4874599333032805,3.0,1.0,1.5,0.0,0.0,0.0,4.0,7.0,98117.0,460000.0
107,1.6327163521565444,-0.6492802129161798,0.8163655323149107,1.227191552276241,-0.65765904612692,2.0,1.75,1.0,0.0,0.0,0.0,4.0,8.0,98198.0,188500.0
108,0.2916935558465802,-0.6492802129161798,-0.12174271541007091,0.5890204521811809,0.9762524369800197,4.0,2.5,2.0,0.0,0.0,0.0,4.0,10.0,98077.0,680000.0
109,0.6299695765373821,-0.6492802129161798,-0.11429449989504543,-0.15424936849045515,-0.4534201107385526,5.0,1.75,2.0,0.0,0.0,0.0,4.0,7.0,98052.0,470000.0
110,-1.3151175424347283,0.6254057485615314,-0.33810787251403746,0.8812731543459997,2.2697656944396805,4.0,2.5,2.0,0.0,0.0,0.0,3.0,8.0,98027.0,597750.0
111,-0.7593783655855539,-0.6492802129161798,-0.04017925191301857,-1.4282520668864593,-0.31726082047964094,3.0,1.75,1.0,0.0,0.0,0.0,5.0,6.0,98103.0,570000.0
112,-0.8560286572114973,1.6269447182940189,-0.2660473046740866,-0.09074540547445846,-0.010902417397089728,3.0,1.75,1.0,0.0,0.0,0.0,4.0,7.0,98038.0,272500.0
113,1.1977900398397994,-0.6492802129161798,-0.23486019537471886,0.994939706041095,2.405924984698592,3.0,1.75,1.0,0.0,0.0,2.0,3.0,7.0,98108.0,329950.0
115,-1.0976543862763557,-0.6492802129161798,-0.21908318714092104,-0.4264392419127056,0.8741329692858361,3.0,3.5,2.0,0.0,0.0,0.0,3.0,8.0,98117.0,740500.0
116,-0.2640456210025942,-0.6492802129161798,-0.13762979579433707,-0.45822083706391276,0.7379736790269243,3.0,3.5,3.0,0.0,0.0,0.0,3.0,8.0,98103.0,518500.0
117,-0.2157204751896225,-0.6492802129161798,-0.3196157512353535,0.194877058269552,1.5889692431451223,2.0,1.0,1.0,0.0,0.0,0.0,4.0,6.0,98178.0,205425.0
118,-0.2761269074558371,1.262748729300387,-0.06953182537124704,1.5318285839166688,0.26141616312073357,4.0,2.0,1.0,0.0,0.0,0.0,3.0,6.0,98168.0,171800.0
119,-0.40902105844150927,-0.6492802129161798,-0.13381396124476735,1.2156905172588277,-0.5555395784327364,4.0,1.0,1.5,0.0,0.0,0.0,4.0,7.0,98144.0,535000.0
120,-1.230548537262028,-0.6492802129161798,-0.2477019462626938,1.007886670885342,0.6358542113327407,3.0,2.5,1.0,0.0,0.0,2.0,3.0,8.0,98177.0,660000.0
121,-0.08282632420395038,0.2156852609436957,-0.3064070931791507,-0.21704325239158115,1.5889692431451223,3.0,2.0,1.0,0.0,0.0,0.0,3.0,7.0,98034.0,391500.0
122,1.3548467637319572,-0.6492802129161798,0.045530262585008544,0.934514075881542,-0.65765904612692,2.0,1.0,1.0,0.0,0.0,0.0,3.0,6.0,98117.0,395000.0
123,0.2312871235803656,1.103412984115673,-0.05415841502249987,0.3902039637189643,1.9634072913571292,4.0,1.75,1.5,0.0,0.0,0.0,5.0,7.0,98118.0,445000.0
124,-0.2036391887363796,0.44330775406471556,-0.1481967222392993,-0.36721776024366226,0.12525687286182194,3.0,2.25,2.0,0.0,0.0,0.0,3.0,9.0,98052.0,770000.0
125,-0.5177526365206956,1.171699732051979,-0.15964422588800842,-1.787011461118985,-0.24918117535018514,4.0,2.75,1.5,1992.0,0.0,0.0,3.0,8.0,98004.0,1450000.0
126,-0.08282632420395038,0.7164547458099394,-0.2858602917583908,0.8380987735107114,1.5208895980156665,3.0,2.25,1.0,0.0,0.0,2.0,3.0,8.0,98178.0,445000.0
127,-0.8801912301179832,-0.6492802129161798,-0.18606154200041403,-2.0539688463990187,-0.4874599333032805,4.0,2.25,1.0,0.0,0.0,0.0,3.0,8.0,98023.0,260000.0
128,-0.4211023448947522,0.6481679978736334,-0.1085340573538681,-0.18528398962803908,-0.4874599333032805,5.0,3.5,2.0,0.0,0.0,0.0,5.0,7.0,98103.0,822500.0
130,-0.4815087771609668,0.7619792444341433,-0.4068662758399376,-0.05971933443973444,-1.4746147876803901,3.0,1.75,1.0,0.0,0.0,0.0,4.0,7.0,98092.0,212000.0
131,0.42458770683225233,-0.6492802129161798,-0.3840079592593422,0.8172292083317416,-1.1342165620331108,4.0,2.25,1.0,0.0,0.0,0.0,3.0,8.0,98027.0,660500.0
132,-0.5660777823336672,-0.6492802129161798,0.2390004123915569,-1.6942053876114829,0.499694921073829,3.0,3.5,1.5,0.0,0.0,0.0,3.0,9.0,98052.0,784000.0
133,-0.9405976623841978,1.6497069676061207,-0.16918381226193266,-1.656510089982338,0.09121705029709401,3.0,2.5,2.0,0.0,0.0,0.0,3.0,8.0,98029.0,453246.0
134,-0.5419152094271814,2.1960009510965683,-0.08494192643681697,1.5038190181358881,0.09121705029709401,4.0,3.5,3.0,0.0,0.0,0.0,3.0,9.0,98107.0,675000.0
135,-0.7231345062258252,-0.6492802129161798,-0.2581588005571877,1.105692395016409,-0.35130064304436887,3.0,1.75,1.0,0.0,0.0,0.0,4.0,7.0,98003.0,199000.0
136,-0.747297079132311,-0.6492802129161798,-0.4197814081615582,0.8085931548439393,-1.4746147876803901,4.0,1.75,1.0,0.0,0.0,0.0,3.0,7.0,98003.0,220000.0
137,-0.8197847978517686,-0.6492802129161798,-0.3357596666373792,0.5321246022879443,1.5549294205803943,4.0,2.25,1.0,0.0,0.0,0.0,4.0,8.0,98028.0,452000.0
138,-0.28820819390908003,2.2415254497207724,-0.12387077698579248,0.07733902873437096,0.09121705029709401,2.0,1.0,1.0,0.0,0.0,0.0,3.0,6.0,98125.0,382500.0
139,-0.9405976623841978,0.7164547458099394,-0.1530765875767298,-0.7487254524539747,0.3294958082501894,3.0,2.25,3.0,0.0,0.0,0.0,3.0,8.0,98107.0,519950.0
140,-1.0251666675568982,-0.37613322117095593,-0.17652195562648978,1.1121638491304981,1.657048888274578,2.0,1.0,1.0,0.0,0.0,0.0,3.0,7.0,98119.0,665000.0
141,-0.4935900636142097,0.8302659923704493,-0.14408736195514732,-0.07559278769579979,0.36353563081491735,5.0,2.5,1.0,0.0,0.0,0.0,4.0,8.0,98006.0,527700.0
142,2.273024534178419,-0.6492802129161798,2.760606616754319,1.3112811553412063,-0.7938183363858318,3.0,1.0,1.0,0.0,0.0,0.0,4.0,7.0,98058.0,205000.0
143,0.7024572952568395,-0.23955972529834402,-0.32108337990826497,0.5436485743790112,2.2357258718749526,3.0,1.0,1.0,0.0,0.0,0.0,4.0,7.0,98133.0,420000.0
145,-0.7956222249452828,1.9228539593513445,0.19258665561073315,-1.2377909913036633,0.36353563081491735,4.0,2.5,2.0,0.0,0.0,0.0,4.0,9.0,98077.0,921500.0
146,-0.9768415217439266,0.3750210061284096,-0.2991056405314164,0.9172476552234371,0.8060533241563802,4.0,1.0,2.0,0.0,0.0,0.0,3.0,8.0,98109.0,890000.0
147,-0.5177526365206956,-0.6492802129161798,-0.35447193221699985,0.892065900686681,-0.65765904612692,2.0,2.5,2.0,0.0,0.0,0.0,3.0,7.0,98027.0,430000.0
148,-0.8197847978517686,-0.6492802129161798,-0.2843926630854794,0.6847858275773774,0.8400931467211081,5.0,2.0,1.0,0.0,0.0,0.0,4.0,8.0,98032.0,258000.0
149,-0.6506467875063677,-0.6492802129161798,-0.15109528886829937,-1.6956552894639447,0.6018143887680127,3.0,1.0,1.0,0.0,0.0,0.0,3.0,7.0,98103.0,511000.0
151,-1.3151175424347283,-0.6492802129161798,-0.2807235914032008,0.8575279172351808,0.9762524369800197,3.0,1.0,1.5,0.0,0.0,0.0,3.0,7.0,98107.0,560000.0
152,-0.7352157926790681,-0.6492802129161798,-0.18646513988546468,-0.8094589913774412,0.12525687286182194,3.0,1.0,1.0,0.0,0.0,0.0,4.0,7.0,98003.0,282950.0
153,0.8595140191489975,2.67400818665071,0.033899305352185514,-0.2524149826611583,-0.8618979815152876,4.0,3.25,2.0,0.0,0.0,3.0,3.0,12.0,98006.0,2250000.0
154,-0.2036391887363796,1.6724692169182227,-0.17890685221997085,-1.782660615575919,0.12525687286182194,1.0,1.0,1.0,0.0,0.0,0.0,3.0,7.0,98115.0,350000.0
155,-0.6264842145998818,-0.6492802129161798,-0.2037464675089967,-2.544173118434953,1.8612878236629455,3.0,1.0,1.0,0.0,0.0,0.0,4.0,7.0,98058.0,215000.0
156,-0.03450117839097869,-0.6492802129161798,-0.0576440331206645,-0.6388539890198613,0.09121705029709401,5.0,3.5,2.0,0.0,0.0,0.0,3.0,9.0,98056.0,650000.0
157,-0.916435089477712,1.6952314662303247,-0.039298674709271716,-0.5217928609096925,0.2954559856854615,4.0,2.75,1.0,0.0,0.0,0.0,3.0,8.0,98023.0,320000.0
158,-0.010338605484492842,-0.6492802129161798,-0.11341392269129859,1.131577479101676,0.3294958082501894,3.0,2.0,1.5,2013.0,0.0,0.0,3.0,7.0,98022.0,247000.0
159,1.9468297999408606,-0.6492802129161798,-0.005506524515486198,0.2972393420251491,-0.9640174492094713,4.0,1.75,1.0,0.0,0.0,0.0,4.0,8.0,98059.0,320000.0
160,-0.7593783655855539,1.0578884854914692,-0.16874352366005924,1.2379734224680048,-0.28322099791491306,5.0,2.25,1.0,0.0,0.0,0.0,3.0,7.0,98146.0,255000.0
